,Date,Close,Source,Tweet,First Date,Retweets,Favorites,SA
2972,20181105 1506,2742.5,Twitter for iPhone,I need @claudiatenney of #NY22 to be re-elected in order to get our big plans moving. Her opponent would be a disaster. Nobody works harder than Claudia and she is a producer. I look forward to working together with her - she has my Strongest Endorsement! Vote Claudia!,2018-11-05 15:01:43,13337,48122,-1
2973,20181105 1523,2737.0,Twitter for iPhone,So funny to see the CNN Fake Suppression Polls and false rhetoric. Watch for real results Tuesday. We are lucky CNN’s ratings are so low. Don’t fall for the Suppression Game. Go out &amp; VOTE. Remember we now have perhaps the greatest Economy (JOBS) in the history of our Country!,2018-11-05 15:18:06,31464,105477,1
2974,20181105 1540,2736.0,Twitter for iPhone,REMEMBER FLORIDA: I have been President of the United States for almost two years. During that time Senator Bill Nelson didn’t call me once. Rick Scott called constantly requesting dollars plus for Florida. Did a GREAT job on hurricanes. VOTE SCOTT!,2018-11-05 15:35:06,21963,78359,1
2975,20181105 1546,2734.0,Twitter for iPhone,Law Enforcement has been strongly notified to watch closely for any ILLEGAL VOTING which may take place in Tuesday’s Election (or Early Voting). Anyone caught will be subject to the Maximum Criminal Penalties allowed by law. Thank you!,2018-11-05 15:41:48,36667,129974,-1
2976,20181105 1804,2739.5,Twitter for iPhone,“Bill Nelson is kind of an empty figure in Washington. You never hear his name he’s never in debates on key issues - he is just under the radar.” Chris Wallace on @FoxNews  In other words Nelson is a “stiff.”,2018-11-05 17:59:12,16198,61156,1
2977,20181105 2104,2739.5,Twitter for iPhone,Something’s happening America! Get out tomorrow and https://t.co/0pWiwCHGbh so together we can KEEP MAKING AMERICA GREAT AGAIN!! https://t.co/zajBieMWpl,2018-11-05 20:59:42,18080,57446,1
2978,20181105 2131,2740.0,Twitter for iPhone,Thank you Ohio! When you enter the voting booth tomorrow you will be making a simple choice. A vote for Republicans is a vote to continue our extraordinary prosperity. A vote for Dems is a vote to bring this Economic Boom crashing to a sudden screeching halt. Vote @MikeDeWine! https://t.co/iai8bSEgBh,2018-11-05 21:26:24,11197,41329,1
2979,20181105 2145,2739.0,Twitter for iPhone,Republicans have created the best economy in the HISTORY of our Country – and the hottest jobs market on planet earth. The Democrat Agenda is a Socialist Nightmare. The Republican Agenda is the AMERICAN DREAM! https://t.co/0pWiwCHGbh https://t.co/JfdM1p5xxY,2018-11-05 21:40:04,13206,44652,1
2980,20181105 2233,2738.5,Twitter for iPhone,Just landed in Fort Wayne Indiana for a #MAGARally at the Allen County War Memorial Coliseum. See everyone soon! https://t.co/0pWiwCHGbh,2018-11-05 22:28:09,8995,38970,0
2981,20181106 0107,2743.0,Twitter for iPhone,Thank you Indiana! A vote for Mike @Braun4Indiana is a vote to keep your jobs going up your wages going up and your healthcare costs coming down. It’s a vote to keep your families safe &amp; to keep criminals traffickers &amp; drug dealers OUT of our Country! Get out and for for Mike! https://t.co/3AE7WcHZej,2018-11-06 01:02:32,9551,36802,1
2982,20181106 0110,2742.75,Twitter for iPhone,There is only one way to stop this Democrat-Led assault on our sovereignty – you have to VOTE Republican TOMORROW! Polling locations: https://t.co/0pWiwCHGbh https://t.co/ggs0zcXaQu,2018-11-06 01:05:37,12752,42901,0
2983,20181106 0131,2743.25,Twitter for iPhone,Massive crowd inside and outside the Allen County War Memorial Coliseum in Fort Wayne Indiana! Thank you for joining us tonight - and make sure you get out and https://t.co/0pWiwCHGbh tomorrow! https://t.co/8APMivyM0x,2018-11-06 01:26:42,15711,59267,1
2984,20181106 0152,2743.5,Twitter for iPhone,On my way see you soon Cape Girardeau Missouri! #MAGARally https://t.co/0pWiwCHGbh https://t.co/XZdgktuTmL,2018-11-06 01:47:25,10652,46501,0
2985,20181106 0219,2745.0,Twitter for iPhone,You have been loyal and faithful to your Country and now you have a President that is loyal and faithful to you. Get out tomorrow and https://t.co/HfihPERFgZ! https://t.co/Fr6HlmA7y6,2018-11-06 02:14:58,18633,60906,1
2986,20181106 0503,2732.0,Twitter for iPhone,RT @DanScavino: .@TheLeeGreenwood singing GOD BLESS THE USA in Cape Girardeau Missouri at @realDonaldTrump’s #MAGARally... https://t.co/Gl…,2018-11-06 04:58:38,11081,0,0
2987,20181106 0507,2732.75,Twitter for iPhone,RT @IvankaTrump: Ohio✈️Indiana✈️Missouri 🇺🇸🇺🇸🇺🇸 https://t.co/Xn51CudZUt,2018-11-06 05:02:31,9921,0,0
2988,20181106 0510,2732.5,Twitter for iPhone,A fantastic evening in Girardeau Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs great on tax cuts and tough on crime. He shares your values and he will always support our Military Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/8zgyv5x2A6,2018-11-06 05:05:09,3719,11725,1
2989,20181106 0517,2730.75,Twitter for iPhone,A vote for Claire McCaskill is a vote for Schumer Pelosi Waters and their socialist agenda. Claire voted IN FAVOR of deadly Sanctuary Cities - she would rather protect criminal aliens than American citizens which is why she needs to be voted out of office. Vote @HawleyMO! https://t.co/tn2zsEWQJ5,2018-11-06 05:12:46,12569,44016,-1
2990,20181106 0641,2734.0,Twitter for iPhone,A fantastic evening in Cape Girardeau Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs great on tax cuts and tough on crime. He shares your values and he will always support our Military Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/YPB8nqX2d6,2018-11-06 06:36:22,11798,46028,1
2991,20181106 1525,2747.5,Twitter for iPhone,There is a rumor put out by the Democrats that Josh Hawley of Missouri left the Arena last night early. It is Fake News. He met me at the plane when I arrived spoke at the great Rally &amp; stayed to the very end. In fact I said goodbye to him and left before he did. Deception!,2018-11-06 15:20:08,25541,93103,1
2992,20181106 1549,2748.0,Twitter for iPhone,Congressman Peter King of New York is a hardworking gem. Loves his Country and his State. Get out and VOTE for Peter!,2018-11-06 15:44:46,9650,40612,1
2993,20181106 1630,2758.25,Twitter for iPhone,RT @realDonaldTrump: New York get out and VOTE for @JohnFasoNy a great and hardworking Congressman. We need John’s voice in D.C. His oppo…,2018-11-06 16:25:44,15022,0,1
2994,20181106 1630,2758.25,Twitter for iPhone,RT @realDonaldTrump: If Chuck Schumer and Nancy Pelosi gain the majority they will try to raise your taxes restore job-killing regulation…,2018-11-06 16:25:09,18502,0,0
2995,20181106 1631,2758.0,Twitter for iPhone,RT @realDonaldTrump: Indiana Rally and Coach Bobby Knight were incredible last night. Packed House in Honor of Mike Braun for Senate. Mik…,2018-11-06 16:26:37,13265,0,1
2996,20181106 1631,2758.0,Twitter for iPhone,RT @realDonaldTrump: Get out and VOTE for @DeanHeller! https://t.co/4HEkpQL3oy,2018-11-06 16:26:15,11072,0,0
2997,20181106 1632,2758.75,Twitter for iPhone,RT @realDonaldTrump: Fantastic #MAGARally🇺🇸in West Virginia thank you. Everyone get out and VOTE for Patrick @MorriseyWV and @CarolMillerW…,2018-11-06 16:27:29,12184,0,1
2998,20181106 1803,2754.25,Twitter for iPhone,POLLING LOCATIONS: https://t.co/0pWiwCHGbh,2018-11-06 17:58:13,9917,36979,0
2999,20181106 1813,2755.25,Twitter for iPhone,Bob Hugin successful all of his life would be a Great Senator from New Jersey. He has my complete and total Endorsement! Get out and Vote for Bob.,2018-11-06 18:08:29,15338,64500,1
3000,20181106 1816,2754.25,Twitter for iPhone,RT @FLOTUS: Vote Red 🇺🇸 MAGA 🇺🇸 https://t.co/i95OiBimxA https://t.co/ncvDcAP8LZ,2018-11-06 18:11:30,20929,0,0
3001,20181106 1853,2752.5,Twitter for iPhone,Epstein all the way in Michigan House 11. She is a wonderful person and at the same time a real fighter. Has my Strong Endorsement!,2018-11-06 18:48:55,12101,54295,1
3002,20181106 1957,2751.75,Twitter for iPhone,Florida very important - get out and vote for Florida Congressional Candidate Michael Waltz (R). He has my Strong Endorsement!,2018-11-06 19:52:48,16385,75166,1
3003,20181106 2001,2752.5,Twitter for iPhone,Congressman Randy Hultgren (R) of Illinois is doing a great job. Get out and Vote for Randy - Total Endorsement!,2018-11-06 19:56:34,13843,65785,1
3004,20181107 0419,2781.5,Twitter for iPhone,Tremendous success tonight. Thank you to all!,2018-11-07 04:14:39,49931,252480,1
3005,20181107 0632,2782.5,Twitter for iPhone,“There’s only been 5 times in the last 105 years that an incumbent President has won seats in the Senate in the off year election. Mr. Trump has magic about him. This guy has magic coming out of his ears. He is an astonishing vote getter &amp; campaigner. The Republicans are.........,2018-11-07 06:27:01,23025,100087,1
3006,20181107 0642,2781.0,Twitter for iPhone,....unbelievably lucky to have him and I’m just awed at how well they’ve done. It’s all the Trump magic - Trump is the magic man. Incredible he’s got the entire media against him attacking him every day and he pulls out these enormous wins.” Ben Stein “The Capitalist Code”,2018-11-07 06:37:48,18906,88457,1
3007,20181107 0654,2780.0,Twitter for iPhone,.@DavidAsmanfox  “How do the Democrats respond to this? Think of how his position with Republicans improves-all the candidates who won tonight. They realize how important he is because of what he did in campaigning for them. They owe him their political career.” Thanks I agree!,2018-11-07 06:49:40,12614,62877,1
3008,20181107 1126,2788.25,Twitter for iPhone,Received so many Congratulations from so many on our Big Victory last night including from foreign nations (friends) that were waiting me out and hoping on Trade Deals. Now we can all get back to work and get things done!,2018-11-07 11:21:51,22296,110248,1
3009,20181107 1200,2797.5,Twitter for iPhone,Ron DeSantis showed great courage in his hard fought campaign to become the Governor of Florida. Congratulations to Ron and family!,2018-11-07 11:55:35,16381,87315,1
3010,20181107 1212,2797.5,Twitter for iPhone,Those that worked with me in this incredible Midterm Election embracing certain policies and principles did very well. Those that did not say goodbye! Yesterday was such a very Big Win and all under the pressure of a Nasty and Hostile Media!,2018-11-07 12:07:51,24165,109847,1
3011,20181107 1241,2795.75,Twitter for iPhone,I will be doing a news conference at The White House - 11:30 A.M. Will be discussing our success in the Midterms!,2018-11-07 12:36:28,13464,68992,1
3012,20181107 1257,2799.5,Twitter for iPhone,To any of the pundits or talking heads that do not give us proper credit for this great Midterm Election just remember two words - FAKE NEWS!,2018-11-07 12:52:39,29074,138690,1
3013,20181107 1309,2799.75,Twitter for iPhone,If the Democrats think they are going to waste Taxpayer Money investigating us at the House level then we will likewise be forced to consider investigating them for all of the leaks of Classified Information and much else at the Senate level. Two can play that game!,2018-11-07 13:04:02,45878,177925,-1
3014,20181107 1336,2798.25,Twitter for iPhone,In all fairness Nancy Pelosi deserves to be chosen Speaker of the House by the Democrats. If they give her a hard time perhaps we will add some Republican votes. She has earned this great honor!,2018-11-07 13:31:24,18157,88740,1
3015,20181107 1544,2808.25,Twitter for iPhone,According to NBC News Voters Nationwide Disapprove of the so-called Mueller Investigation (46%) more than they Approve (41%). You mean they are finally beginning to understand what a disgusting Witch Hunt led by 17 Angry Democrats is all about!,2018-11-07 15:39:11,28199,122357,-1
3016,20181107 1949,2814.5,Twitter for iPhone,....We thank Attorney General Jeff Sessions for his service and wish him well! A permanent replacement will be nominated at a later date.,2018-11-07 19:44:12,19873,89159,1
3017,20181107 1949,2814.5,Twitter for iPhone,We are pleased to announce that Matthew G. Whitaker Chief of Staff to Attorney General Jeff Sessions at the Department of Justice will become our new Acting Attorney General of the United States. He will serve our Country well....,2018-11-07 19:44:11,29616,121133,1
3018,20181108 1243,2813.0,Twitter for iPhone,I have been fully briefed on the terrible shooting in California. Law Enforcement and First Responders together with the FBI are on scene. 13 people at this time have been reported dead. Likewise the shooter is dead along with the first police officer to enter the bar....,2018-11-08 12:38:41,19965,94326,-1
3019,20181108 1256,2810.75,Twitter for iPhone,....Great bravery shown by police. California Highway Patrol was on scene within 3 minutes with first officer to enter shot numerous times. That Sheriff’s Sergeant died in the hospital. God bless all of the victims and families of the victims. Thank you to Law Enforcement.,2018-11-08 12:51:21,24628,127120,1
3020,20181109 0243,2799.75,Twitter for iPhone,Law Enforcement is looking into another big corruption scandal having to do with Election Fraud in #Broward and Palm Beach. Florida voted for Rick Scott!,2018-11-09 02:38:22,41257,134859,0
3021,20181109 1459,2778.5,Twitter for iPhone,“Presidential Proclamation Addressing Mass Migration Through the Southern Border of the United States” https://t.co/9blzn1XGyS,2018-11-09 14:54:15,17272,56063,0
3022,20181109 1600,2779.5,Twitter for iPhone,.@BrianKempGA ran a great race in Georgia – he won. It is time to move on!,2018-11-09 15:55:25,20315,85215,1
3023,20181109 1603,2779.25,Twitter for iPhone,You mean they are just now finding votes in Florida and Georgia – but the Election was on Tuesday? Let’s blame the Russians and demand an immediate apology from President Putin!,2018-11-09 15:58:56,41893,151370,-1
3024,20181109 1657,2779.25,Twitter for iPhone,As soon as Democrats sent their best Election stealing lawyer Marc Elias to Broward County they miraculously started finding Democrat votes. Don’t worry Florida - I am sending much better lawyers to expose the FRAUD!,2018-11-09 16:52:19,43706,135525,1
3025,20181111 2100,2788.25,Twitter for iPhone,RT @FLOTUS: Today we remember the brave actions of our troops and those of our allies during WWI. Honored to be spending this day honoring…,2018-11-11 20:55:38,18627,0,1
3026,20181112 0443,2778.0,Twitter for iPhone,Exactly 100 years ago today on November 11th 1918 World War I came to an end. We are gathered together at this hallowed resting place to pay tribute to the brave Americans who gave their last breath in that mighty struggle.... https://t.co/JPUkOr4rW1,2018-11-12 04:38:00,20988,93273,1
3027,20181112 1208,2748.0,Twitter for iPhone,Just returned from France where much was accomplished in my meetings with World Leaders. Never easy bringing up the fact that the U.S. must be treated fairly which it hasn’t on both Military and Trade. We pay for LARGE portions of other countries military protection........,2018-11-12 12:03:25,24416,107533,1
3028,20181112 1215,2745.75,Twitter for iPhone,.....hundreds of billions of dollars for the great privilege of losing hundreds of billions of dollars with these same countries on trade. I told them that this situation cannot continue - It is and always has been ridiculously unfair to the United States. Massive amounts.....,2018-11-12 12:10:16,18266,79950,1
3029,20181112 1226,2746.0,Twitter for iPhone,.....of money spent on protecting other countries and we get nothing but Trade Deficits and Losses. It is time that these very rich countries either pay the United States for its great military protection or protect themselves...and Trade must be made FREE and FAIR!,2018-11-12 12:21:11,22058,94338,1
3030,20181112 1249,2744.0,Twitter for iPhone,The Florida Election should be called in favor of Rick Scott and Ron DeSantis in that large numbers of new ballots showed up out of nowhere and many ballots are missing or forged. An honest vote count is no longer possible-ballots massively infected. Must go with Election Night!,2018-11-12 12:44:13,34108,120216,1
3031,20181112 1539,2734.0,Twitter for iPhone,The prospect of Presidential Harassment by the Dems is causing the Stock Market big headaches!,2018-11-12 15:34:09,20268,82850,0
3032,20181112 1636,2728.75,Twitter for iPhone,The California Fire Fighters FEMA and  First Responders are amazing and very brave. Thank you and God Bless you all!,2018-11-12 16:31:27,22229,123755,1
3033,20181112 1818,2734.0,Twitter for iPhone,American Cable Association has big problems with Comcast. They say that Comcast routinely violates Antitrust Laws. “These guys are acting much worse and have much more potential for damage to consumers than anything AT&amp;T-Time Warner would do.” Charlie Gasparino,2018-11-12 18:13:10,17735,68240,1
3034,20181112 1826,2735.25,Twitter for iPhone,Hopefully Saudi Arabia and OPEC will not be cutting oil production. Oil prices should be much lower based on supply!,2018-11-12 18:21:04,17856,75667,-1
3035,20181113 0124,2739.75,Twitter for iPhone,I just approved an expedited request for a Major Disaster Declaration for the State of California. Wanted to respond quickly in order to alleviate some of the incredible suffering going on. I am with you all the way. God Bless all of the victims and families affected.,2018-11-13 01:19:55,27766,136850,1
3036,20181113 1155,2743.25,Twitter for iPhone,Emmanuel Macron suggests building its own army to protect Europe against the U.S. China and Russia. But it was Germany in World Wars One &amp; Two - How did that work out for France? They were starting to learn German in Paris before the U.S. came along. Pay for NATO or not!,2018-11-13 11:50:41,36442,124632,1
3037,20181113 1312,2731.25,Twitter for iPhone,On Trade France makes excellent wine but so does the U.S. The problem is that France makes it very hard for the U.S. to sell its wines into France and charges big Tariffs whereas the U.S. makes it easy for French wines and charges very small Tariffs. Not fair must change!,2018-11-13 13:07:08,28695,119923,1
3038,20181113 1322,2733.25,Twitter for iPhone,The problem is that Emmanuel suffers from a very low Approval Rating in France 26% and an unemployment rate of almost 10%. He was just trying to get onto another subject. By the way there is no country more Nationalist than France very proud people-and rightfully so!........,2018-11-13 13:17:06,28655,108932,1
3039,20181113 1323,2732.0,Twitter for iPhone,......MAKE FRANCE GREAT AGAIN!,2018-11-13 13:18:29,41695,155839,1
3040,20181113 1335,2737.25,Twitter for iPhone,By the way when the helicopter couldn’t fly to the first cemetery in France because of almost zero visibility I suggested driving. Secret Service said NO too far from airport &amp; big Paris shutdown. Speech next day at American Cemetary in pouring rain! Little reported-Fake News!,2018-11-13 13:30:03,16532,55746,1
3041,20181113 1554,2728.25,Twitter for iPhone,By the way when the helicopter couldn’t fly to the first cemetery in France because of almost zero visibility I suggested driving. Secret Service said NO too far from airport &amp; big Paris shutdown. Speech next day at American Cemetery in pouring rain! Little reported-Fake News!,2018-11-13 15:49:20,30563,120946,1
3042,20181113 1637,2728.0,Twitter for iPhone,When will Bill Nelson concede in Florida? The characters running Broward and Palm Beach voting will not be able to “find” enough votes too much spotlight on them now!,2018-11-13 16:32:09,25943,101627,1
3043,20181113 1943,2737.5,Twitter Media Studio,We mourn for the lives lost and we pray for the victims of the California Wildfires. I want to thank the Firefighters and First Responders for their incredible courage in the face of grave danger.... https://t.co/3YQYZR8OzS,2018-11-13 19:38:45,15574,68741,1
3044,20181113 2038,2736.0,Twitter for iPhone,Today we gathered for Diwali a holiday observed by Buddhists Sikhs and Jains throughout the United States &amp; around the world. Hundreds of millions of people have gathered with family &amp; friends to light the Diya and to mark the beginning of a New Year. https://t.co/a1QRfaPm37 https://t.co/LKRTr0nCQl,2018-11-13 20:33:18,2482,9606,1
3045,20181113 2108,2733.75,Twitter for iPhone,Today we gathered for Diwali a holiday observed by Buddhists Sikhs and Jains throughout the United States &amp; around the world. Hundreds of millions of people have gathered with family &amp; friends to light the Diya and to mark the beginning of a New Year. https://t.co/epHogpTY1A https://t.co/9LUwnhngWJ,2018-11-13 21:03:38,11281,50592,1
3046,20181113 2125,2726.25,Twitter for iPhone,It was my great honor to host a celebration of Diwali the Hindu Festival of Lights in the Roosevelt Room at the @WhiteHouse this afternoon. Very very special people! https://t.co/kQk7IvpSFo https://t.co/tYlBABg4JF,2018-11-13 21:20:48,17827,77288,1
3047,20181113 2140,2727.0,Twitter for iPhone,“Boom: Record high business optimism need for employees at 45-year high” https://t.co/jBFjEwAcfd,2018-11-13 21:35:42,22613,82549,1
3048,20181114 1933,2701.25,Twitter for iPhone,Not seen in many years America’s steelworkers get a hard-earned raise because of my Administration’s policies to help bring back the U.S. steel industry which is critical to our National Security. I will always protect America and its workers!,2018-11-14 19:28:24,22541,100528,1
3049,20181114 1940,2700.75,Twitter for iPhone,Was just briefed by @FEMA_Brock and @SecretaryZinke who are in California. Thank you to the great Firefighters First Responders and @FEMA for the incredible job they are doing w/ the California Wildfires. Our Nation appreciates your heroism courage &amp; genius. God Bless you all!,2018-11-14 19:35:22,12652,60166,1
3050,20181114 2003,2702.75,Twitter for iPhone,Just spoke to Governor Jerry Brown to let him know that we are with him and the people of California all the way!,2018-11-14 19:58:17,16962,100277,0
3051,20181114 2215,2695.0,Twitter for iPhone,I am grateful to be here today w/ Members of the House &amp; Senate who have poured their time heart and energy into the crucial issue of Prison Reform. Working together w/ my Admin over the last two years these members have reached a bipartisan agreement...https://t.co/wflidv2cZr,2018-11-14 22:10:27,17880,71778,0
3052,20181114 2331,2693.25,Twitter for iPhone,Our pledge to hire American includes those leaving prison and looking for a very fresh start — new job and new life. The legislation I am supporting today contains many significant reforms. Read more here: https://t.co/BwQ3qd9Fyk https://t.co/6DUY9KNTpR,2018-11-14 23:26:38,16830,67035,1
3053,20181115 1204,2707.5,Twitter for iPhone,The White House is running very smoothly and the results for our Nation are obviously very good. We are the envy of the world. But anytime I even think about making changes the FAKE NEWS MEDIA goes crazy always seeking to make us look as bad as possible! Very dishonest!,2018-11-15 11:59:19,25420,107851,-1
3054,20181115 1219,2702.75,Twitter for iPhone,The inner workings of the Mueller investigation are a total mess. They have found no collusion and have gone absolutely nuts. They are screaming and shouting at people horribly threatening them to come up with the answers they want. They are a disgrace to our Nation and don’t...,2018-11-15 12:14:37,29032,110132,-1
3055,20181115 1237,2704.75,Twitter for iPhone,....care how many lives the ruin. These are Angry People including the highly conflicted Bob Mueller who worked for Obama for 8 years. They won’t even look at all of the bad acts and crimes on the other side. A TOTAL WITCH HUNT LIKE NO OTHER IN AMERICAN HISTORY!,2018-11-15 12:32:03,28815,114556,-1
3056,20181115 1454,2728.0,Twitter for iPhone,Universities will someday study what highly conflicted (and NOT Senate approved) Bob Mueller and his gang of Democrat thugs have done to destroy people. Why is he protecting Crooked Hillary Comey McCabe Lisa Page &amp; her lover Peter S and all of his friends on the other side?,2018-11-15 14:49:28,30608,113603,-1
3057,20181115 1504,2717.0,Twitter for iPhone,The only “Collusion” is that of the Democrats with Russia and many others. Why didn’t the FBI take the Server from the DNC? They still don’t have it. Check out how biased Facebook Google and Twitter are in favor of the Democrats. That’s the real Collusion!,2018-11-15 14:59:28,31772,111120,1
3058,20181115 2013,2725.75,Twitter Media Studio,.@FLOTUS Melania and I were honored to visit with our GREAT U.S. MARINES at the Marine Barracks here in Washington D.C. We love you @USMC @MBWDC! https://t.co/ASWmDZrDRK https://t.co/xYrPw9zzVv,2018-11-15 20:08:32,14804,63340,1
3059,20181115 2039,2724.5,Twitter for iPhone,It was my great honor to host a @WhiteHouse Conference on Supporting Veterans &amp; Military Families...To everyone here today who has served our Country in uniform &amp; to every Veteran &amp; Military family across our land I want to express the eternal gratitude of our entire Nation! https://t.co/MK8jUaTGFK,2018-11-15 20:34:20,13583,58707,1
3060,20181115 2044,2724.25,Twitter for iPhone,Last year I signed the landmark VA Accountability Act to ensure those who mistreat our Veterans can be held fully accountable. Since my inauguration we have removed more than 3600 government employees who were not giving our Vets the care they deserve.... https://t.co/KqWXXt7D4U,2018-11-15 20:39:51,19203,77938,1
3061,20181115 2048,2723.75,Twitter for iPhone,It is our sacred duty to support America’s Service Members every single day they wear the uniform – and every day after when they return home as Veterans. Together we will HONOR those who defend us we will CHERISH those who protect us and we will celebrate the amazing heroes... https://t.co/kovcIj4fwU,2018-11-15 20:43:42,17764,74203,1
3062,20181118 1806,2730.25,Twitter for iPhone,So funny to see little Adam Schitt (D-CA) talking about the fact that Acting Attorney General Matt Whitaker was not approved by the Senate but not mentioning the fact that Bob Mueller (who is highly conflicted) was not approved by the Senate!,2018-11-18 18:01:09,36809,133250,1
3063,20181118 1847,2734.0,Twitter for iPhone,The Mayor of Tijuana Mexico just stated that “the City is ill-prepared to handle this many migrants the backlog could last 6 months.” Likewise the U.S. is ill-prepared for this invasion and will not stand for it. They are causing crime and big problems in Mexico. Go home!,2018-11-18 18:42:59,31813,113279,-1
3064,20181118 1849,2733.0,Twitter for iPhone,RT @realDonaldTrump: I will be interviewed by Chris Wallace on @FoxNews at 2:00 P.M. and 7:00 P.M. Enjoy!,2018-11-18 18:44:14,7071,0,1
3065,20181118 2000,2732.5,Twitter for iPhone,Catch and Release is an obsolete term. It is now Catch and Detain. Illegal Immigrants trying to come into the U.S.A. often proudly flying the flag of their nation as they ask for U.S. Asylum will be detained or turned away. Dems must approve Border Security &amp; Wall NOW!,2018-11-18 19:55:24,38765,149684,1
3066,20181118 2004,2731.25,Twitter for iPhone,From day one Rick Scott never wavered. He was a great Governor and will be even a greater Senator in representing the People of Florida. Congratulations to Rick on having waged such a courageous and successful campaign!,2018-11-18 19:59:41,18192,85160,1
3067,20181119 1435,2686.5,Twitter for iPhone,.@cindyhydesmith loves Mississippi and our Great U.S.A. https://t.co/hQPC4CrhDi,2018-11-19 14:30:37,10099,42436,1
3068,20181119 1507,2698.0,Twitter for iPhone,RT @realDonaldTrump: “Boom: Record high business optimism need for employees at 45-year high” https://t.co/jBFjEwAcfd,2018-11-19 15:02:03,22613,0,1
3069,20181119 1531,2695.25,Twitter for iPhone,Of course we should have captured Osama Bin Laden long before we did. I pointed him out in my book just BEFORE the attack on the World Trade Center. President Clinton famously missed his shot. We paid Pakistan Billions of Dollars &amp; they never told us he was living there. Fools!..,2018-11-19 15:26:39,37999,148642,1
3070,20181119 1546,2685.25,Twitter for iPhone,....We no longer pay Pakistan the $Billions because they would take our money and do nothing for us Bin Laden being a prime example Afghanistan being another. They were just one of many countries that take from the United States without giving anything in return. That’s ENDING!,2018-11-19 15:41:19,42439,173471,1
3071,20181119 1915,2689.75,Twitter for iPhone,The Fake News is showing old footage of people climbing over our Ocean Area Fence. This is what it really looks like - no climbers anymore under our Administration! https://t.co/CD4ltRePML,2018-11-19 19:10:09,51765,174421,-1
3072,20181119 2101,2691.25,Twitter for iPhone,RT @WhiteHouse: President Trump and the First Lady Participate in the White House Christmas Tree Delivery https://t.co/O6Nr8k1mnu,2018-11-19 20:56:08,11942,0,1
3073,20181120 0220,2683.25,Twitter for iPhone,RT @FLOTUS: The @WhiteHouse is getting ready for the Christmas season! Thank you to the Smith Family &amp; the National Christmas Tree Associat…,2018-11-20 02:15:22,19035,0,1
3074,20181120 0424,2677.75,Twitter for iPhone,I hope the discovery and eventual recovery of the Argentine submarine San Juan brings needed closure to the wonderful families of those brave missing sailors. I look forward to hearing more from my friend President @MauricioMacri in Argentina later this month.,2018-11-20 04:19:18,18288,91128,1
3075,20181120 2006,2641.75,Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump joined by @FLOTUS has officially pardoned this year's National Thanksgiving Turkey Peas—and h…,2018-11-20 20:01:03,14109,0,0
3076,20181121 0348,2657.75,Twitter for iPhone,So-called comedian Michelle Wolf bombed so badly last year at the White House Correspondents’ Dinner that this year for the first time in decades they will have an author instead of a comedian. Good first step in comeback of a dying evening and tradition! Maybe I will go?,2018-11-21 03:43:41,22461,123576,1
3077,20181121 0445,2653.0,Twitter for iPhone,AMERICA FIRST!,2018-11-21 04:40:03,43074,183664,1
3078,20181121 1254,2667.25,Twitter for iPhone,Oil prices getting lower. Great! Like a big Tax Cut for America and the World. Enjoy! $54 was just $82. Thank you to Saudi Arabia but let’s go lower!,2018-11-21 12:49:51,30478,115893,1
3079,20181121 1255,2667.75,Twitter for iPhone,MAKE AMERICA GREAT AGAIN!,2018-11-21 12:50:29,42711,195294,1
3080,20181121 1421,2664.75,Twitter for iPhone,“‘Trump Imitation Syndrome’ is afflicting the president’s liberal enemies” Thank you @MGoodwin_NYPost! https://t.co/KpmsrKCaBZ,2018-11-21 14:16:26,11275,42332,-1
3081,20181121 1518,2661.25,Twitter for iPhone,Great new book out “Mad Politics: Keeping Your Sanity in a World Gone Crazy” by @RealDrGina Loudon. Go out and get your copy today — a great read!,2018-11-21 15:13:33,12836,55311,1
3082,20181121 2056,2649.5,Twitter for iPhone,Sorry Chief Justice John Roberts but you do indeed have “Obama judges” and they have a much different point of view than the people who are charged with the safety of our country. It would be great if the 9th Circuit was indeed an “independent judiciary” but if it is why......,2018-11-21 20:51:11,23967,88727,1
3083,20181121 2114,2650.0,Twitter for iPhone,.....are so many opposing view (on Border and Safety) cases filed there and why are a vast number of those cases overturned. Please study the numbers they are shocking. We need protection and security - these rulings are making our country unsafe! Very dangerous and unwise!,2018-11-21 21:09:20,22417,89238,-1
3084,20181121 2136,2649.0,Twitter for iPhone,“Thank you to President Trump on the Border. No American President has ever done this before.” Hector Garza National Border Patrol Council,2018-11-21 21:31:24,18323,78881,0
3085,20181121 2147,2648.25,Twitter for iPhone,There are a lot of CRIMINALS in the Caravan. We will stop them. Catch and Detain! Judicial Activism by people who know nothing about security and the safety of our citizens is putting our country in great danger. Not good!,2018-11-21 21:42:30,25090,100552,1
3086,20181121 2222,2647.25,Twitter for iPhone,“79% of these decisions have been overturned in the 9th Circuit.” @FoxNews  A terrible costly and dangerous disgrace. It has become a dumping ground for certain lawyers looking for easy wins and delays. Much talk over dividing up the 9th Circuit into 2 or 3 Circuits. Too big!,2018-11-21 22:17:33,20603,77622,-1
